"","country","househld","rsex","rage","marstat6","childhh","married","readpap","whpaper","webnews","wnwsite1","supparty","closepty","partyidn","partyid1","politics","soctrust","ecpolicy","govtrust","mpstrust","conlabdf","spend1","dole","taxspend","incomgap","ub1poor","ccbeliev","letin","miecono","micultur","reasmig","asastay","friendob","raceori3","religion","hedqual","rearnd","welffeet","forgrel1","forgrel2","forgrel4","forgrel5","mnntpowr","unionsa","reconact","natbrit","nateng","nateuro","natscot","natwelsh","natni","natasia","natafric"
"1014","England",1,"Female",NA,"Divorced/dissolved civil partnership","No","Separated/divorced","No",NA,"Never",NA,"No","No","None","None","not very much,",NA,"to leave the European Union,","Almost never","Almost never","or, not much difference?","Health","(Neither)","Increase taxes and spend more on health, education etc","too large","has enough to live on,","I believe that climate change is taking place and is, at least partly, a result of human actions?","Reduced a lot","1","1","Husbands or wives coming to join their spouses who live in Britain","Disagree","No, none at all","WHITE: of any origin","Christian - no denomination","No qualification",NA,NA,NA,NA,NA,NA,NA,"No","Wholly retired from work",NA,"Mentioned",NA,NA,NA,NA,NA,NA
"1015","England",1,"Male",NA,"Divorced/dissolved civil partnership","No","Separated/divorced","Yes","The Sun/ Scottish Sun","Never",NA,"Yes",NA,"Labour","Labour","quite a lot,","Most people can be trusted","to leave the European Union,","Almost never","Almost never","some difference,","Defence","too low and cause hardship","Keep taxes and spending on these services at same level","too large",NA,"I believe that climate change is taking place and is, at least partly, a result of human actions?","Reduced a lot","2","10 - Cultural life enriched","Coming to work in Britain from countries inside the European Union","Agree strongly","No, none at all","WHITE: of any origin","No religion","No qualification",NA,"Neither agree nor disagree","Neither agree nor disagree","Disagree","Agree","Agree","Agree strongly","No","Wholly retired from work","Mentioned","Mentioned",NA,NA,NA,NA,NA,NA
"1016","Scotland",1,"Female",NA,"Widowed/surviving partner from a civil partnership","No","Widowed","Yes","Other Irish/Northern Irish/Scottish/Welsh, regional or local daily morning paper","Never",NA,"Yes",NA,"Conservative","Conservative","quite a lot,","Can t be too careful in dealing with people","to stay in the EU and try to reduce the EU s powers,","Only some of the time","Almost never","or, not much difference?","Education","too high and discourage work","Increase taxes and spend more on health, education etc","too large",NA,"I believe that climate change is taking place but not as a result of human actions","Remain the same as it is","4","2","Coming to study in British universities","Disagree",NA,"WHITE: of any origin","Presbyterian/Church of Scotland","CSE or equiv",NA,"Agree strongly","Agree","Agree","Disagree","Disagree","Agree","No","Looking after the home","Mentioned",NA,NA,"Mentioned",NA,NA,NA,NA
"1017","England",1,"Female",NA,"Separated (after being married or in a civil partnership)","No","Separated/divorced","No",NA,"Never",NA,"Yes",NA,"Labour","Labour","not very much,","Can t be too careful in dealing with people","to leave things as they are,","Only some of the time","Almost never","or, not much difference?","Health","too high and discourage work","Increase taxes and spend more on health, education etc","too large","has enough to live on,","I believe that climate change is taking place and is, at least partly, a result of human actions?","Reduced a lot","3","5 - Neither","Refugees claiming asylum in Britain","Disagree","No, none at all","WHITE: of any origin","Church of England/Anglican","O level or equiv",NA,"Agree","Agree strongly","Agree","Agree","Neither agree nor disagree","Agree","No","Permanently sick or disabled","Mentioned","Mentioned",NA,NA,NA,NA,NA,NA
"1018","England",4,"Female",NA,"Living with a partner","Yes","Married/living as married","No",NA,"At least once a week","Channel 4 News","No","No","None","None","quite a lot,","Most people can be trusted","to stay in the EU and try to reduce the EU s powers,","Only some of the time","Almost never","or, not much difference?","Education","(Neither)","Keep taxes and spending on these services at same level","too large","is hard up,","I believe that climate change is taking place and is, at least partly, a result of human actions?","Remain the same as it is","7","7",NA,"Disagree","Yes, one","WHITE: of any origin","No religion","Degree","£781 - 1,100 p.m.","Agree","Agree","Agree","Neither agree nor disagree","Agree","Neither agree nor disagree","No","In paid work (or away temporarily) for at least 10 hours in week","Mentioned","Mentioned",NA,NA,NA,NA,NA,NA
"1019","England",3,"Male",NA,"Single (never married/never in a civil partnership)","No","Never married","No",NA,"Several times a day","BBC News","No","No","None","None","not very much,","Most people can be trusted","or, to work for the formation of a single European government?","Most of the time","Most of the time","some difference,","Education","too high and discourage work","Keep taxes and spending on these services at same level","too large","... has more than enough to live on,","I believe that climate change is taking place and is, at least partly, a result of human actions?","Remain the same as it is","5 - Neither","6",NA,"Agree","Yes, several","OTHER (WRITE IN)","No religion","Degree","£2,201 - 2,700 p.m.","Neither agree nor disagree","Disagree","Agree","Disagree","Neither agree nor disagree","Neither agree nor disagree","No","In paid work (or away temporarily) for at least 10 hours in week",NA,NA,NA,NA,NA,NA,NA,NA
"1020","England",4,"Male",NA,"Married","Yes","Married/living as married","No",NA,"Every day","Sky News","Yes",NA,"Labour","Labour","not very much,","Can t be too careful in dealing with people","to leave the European Union,","Only some of the time","Most of the time","... there is a great difference between them,","Education","too high and discourage work","Increase taxes and spend more on health, education etc","too large","... has more than enough to live on,","I believe that climate change is taking place and is, at least partly, a result of human actions?","Remain the same as it is","7","5 - Neither",NA,"Disagree","Yes, several","ASIAN: of other origin (WRITE IN)","Roman Catholic","Degree","£2,201 - 2,700 p.m.","Agree","Disagree","Agree","Agree","Disagree","Agree","Yes, trade union","In paid work (or away temporarily) for at least 10 hours in week","Mentioned",NA,NA,NA,NA,NA,"Mentioned",NA
"1021","Wales",2,"Female",NA,"Married","No","Married/living as married","No",NA,"Several times a week","Other - UK site (PLEASE WRITE IN)","Yes",NA,"Labour","Labour","some,","Can t be too careful in dealing with people","to leave the European Union,","Almost never","Almost never","... there is a great difference between them,","Education","too high and discourage work","Increase taxes and spend more on health, education etc","too large","is hard up,","I believe that climate change is taking place but not as a result of human actions","Reduced a lot","0 - Extremely bad for economy","0 - Cultural life undermined","Refugees claiming asylum in Britain","Disagree","No, none at all","WHITE: of any origin","No religion","A level or equiv","£431 - 780 p.m.","Agree","Agree","Agree","Agree","Agree","Agree strongly","No","In paid work (or away temporarily) for at least 10 hours in week","Mentioned",NA,NA,NA,"Mentioned",NA,NA,NA
"1022","England",4,"Female",NA,"Married","Yes","Married/living as married","No",NA,"Several times a week","BBC News","No","No","None","None","not very much,","Can t be too careful in dealing with people","to stay in the EU and try to reduce the EU s powers,","Most of the time","Most of the time","or, not much difference?","Health","too high and discourage work","Increase taxes and spend more on health, education etc","too large","is hard up,","I believe that climate change is taking place and is, at least partly, a result of human actions?","Remain the same as it is","7","8",NA,"Agree","Yes, several","WHITE: of any origin","No religion","Degree","£781 - 1,100 p.m.","Agree","Neither agree nor disagree","Agree","Disagree","Disagree","Neither agree nor disagree","Yes, staff association","In paid work (or away temporarily) for at least 10 hours in week","Mentioned",NA,"Mentioned",NA,NA,NA,NA,NA
"1023","England",2,"Male",NA,"Living with a partner","No","Married/living as married","No",NA,"At least once a week","BBC News","No","No","Labour","Labour","not very much,","Can t be too careful in dealing with people","to stay in the EU and try to increase the EU s powers,","Most of the time","Almost never","some difference,","Health","too high and discourage work","Keep taxes and spending on these services at same level","too large","has enough to live on,","I believe that climate change is taking place and is, at least partly, a result of human actions?","Reduced a little","2","2","Coming to work in Britain from countries outside the European Union","Disagree","No, none at all","WHITE: of any origin","No religion","A level or equiv","£1,601 - 1,800 p.m.","Agree","Disagree","Agree","Agree","Disagree","Disagree","No","In paid work (or away temporarily) for at least 10 hours in week","Mentioned","Mentioned","Mentioned",NA,NA,NA,NA,NA
"1024","England",1,"Male",NA,"Divorced/dissolved civil partnership","No","Separated/divorced","Yes","Daily Mirror/ Scottish Mirror","Never",NA,"Yes",NA,"Labour","Labour","not very much,","Can t be too careful in dealing with people","to leave the European Union,","Almost never","Almost never","or, not much difference?","Health","too low and cause hardship","Increase taxes and spend more on health, education etc","too large","has enough to live on,","I believe that climate change is taking place but not as a result of human actions","Reduced a little","1","0 - Cultural life undermined",NA,"Agree","No, none at all","WHITE: of any origin","No religion","No qualification",NA,"Agree","Agree strongly","Agree strongly","Agree strongly","Agree strongly","Neither agree nor disagree","No","Wholly retired from work","Mentioned",NA,NA,NA,NA,NA,NA,NA
